Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m),tokenId
176,NX-20,Nexus,Mixed Use,Mini,Lowrise,Medium,Far,19,15,2747,76,95,342,1096,17439585612210014234230377397775757247082815339392805846169565857926741592479
178,LM-5,Little Meow,Mixed Use,Mid,Midrise,Far,Close,23,18,4517,94,117,1222,210,87356117824187575770571617677858046877678150815172170027447206187262403686892
179,FL-76,Flashing Lights,Mixed Use,Mid,Midrise,Far,Medium,35,28,3812,142,177,2138,344,45239143176364549543918822413887412539259088625914352855175529495372129244371
179,FL-89,Flashing Lights,Mixed Use,Mid,Midrise,Far,Medium,22,18,4619,91,113,2596,324,90142905176333658497942253253796856483896325328911259272425641796669088585185
179,FL-116,Flashing Lights,Mixed Use,Mid,Midrise,Far,Medium,29,23,3659,117,146,2076,569,95546729162712393215945374357892975258174708434831894123076490649689664094649
179,FL-119,Flashing Lights,Mixed Use,Mid,Midrise,Far,Medium,20,16,3845,82,102,2537,457,47966808310369398602470989181050013550461006679094870794649999340818007168462
179,FL-145,Flashing Lights,Mixed Use,Mid,Midrise,Far,Medium,34,27,4404,138,172,2710,337,40789352053173056617722931230906040631331605641517536123516254788613077499992
184,FL-123,Flashing Lights,Mixed Use,Mid,Midrise,Far,Far,29,23,4051,119,148,1784,735,7796731636718582266982410264195531405754453953221384780724383596279945506369
184,FL-129,Flashing Lights,Mixed Use,Mid,Midrise,Far,Far,23,18,3883,93,116,730,1065,101518474121162757888782693983989912697313068211013835861417887915196897257290
184,FL-136,Flashing Lights,Mixed Use,Mid,Midrise,Far,Far,27,21,4060,109,136,1989,710,22624978918455792237059642268504744494340282940622279038968926833261448962587
187,DZ-17,District ZERO,Mixed Use,Mid,Midrise,Medium,Far,26,21,4788,107,133,492,930,86785671945144612055206712046688005785968009846474175336152583056300412466613
188,SM-484,Space Mind,Mixed Use,Mid,Midrise,Far,Close,28,22,4101,112,140,1769,218,7913185527375799613125856461706895159157207586791056299547636844111130570568
189,NS-856,North Star,Mixed Use,Mid,Midrise,Medium,Far,20,16,4120,80,100,444,881,66919537597353185134107606053996062270818586576670887914353791788414073945744
190,SM-609,Space Mind,Mixed Use,Mid,Midrise,Far,Medium,20,16,4201,84,104,1116,311,40047894749286128469283501317994861648353087842470904192372206830268594496659
191,DZ-137,District ZERO,Mixed Use,Mid,Midrise,Far,Medium,37,29,4270,148,185,1381,458,95693112367254132778918691041365478511420844009017754033325328668073856066617
192,NS-936,North Star,Mixed Use,Mid,Midrise,Far,Close,39,31,3883,157,196,1040,279,38867405839498397228397626032731041589496544568298014867473436104543961513577
193,TG-415,Tranquility Gardens,Mixed Use,Mid,Midrise,Far,Medium,38,31,3603,155,193,4075,449,71274319305364492574849403618996835678810897034296396922676045185192705452146
193,TG-539,Tranquility Gardens,Mixed Use,Mid,Midrise,Far,Medium,25,20,3846,101,126,2952,540,114491300410764736105416724398510967840430404084227278157868888317692393365484
195,SM-590,Space Mind,Mixed Use,Mid,Midrise,Far,Far,23,18,4639,93,116,799,684,98134737300922327717726295887197439924814564247230023252816130707514037329606
196,SM-592,Space Mind,Industrial,Mid,Lowrise,Close,Far,9,7,4052,36,45,212,1439,46570819291334764164161542185600423256535252772924283813885876677932102627899
196,SM-595,Space Mind,Industrial,Mid,Lowrise,Close,Far,7,6,4529,32,39,291,1345,40034705683573000559883687214125379635261645607943183813429007833527315385234
198,DZ-64,District ZERO,Mixed Use,Mid,Midrise,Far,Far,32,25,4786,128,160,1222,609,52197672603463857076605121537519847613750172611441031537439421228973841599028
198,DZ-154,District ZERO,Mixed Use,Mid,Midrise,Far,Far,23,19,3993,96,119,1196,645,46808080701623411378200514870254567016970727618762317046895691468753809646689
198,DZ-171,District ZERO,Mixed Use,Mid,Midrise,Far,Far,20,16,3902,80,100,631,1188,65682889543174660844191967782676614615064095619434317013570794451115508845034
198,DZ-212,District ZERO,Mixed Use,Mid,Midrise,Far,Far,22,17,4067,89,111,1271,827,77275959316922405506640526475164456832352003762936533883295770469680831600699
198,DZ-218,District ZERO,Mixed Use,Mid,Midrise,Far,Far,21,17,4698,86,107,870,1172,10736523346399099990945041481147754492231997682882606765941671465823958327471
203,NS-684,North Star,Mixed Use,Mid,Midrise,Far,Medium,22,17,4371,89,111,1859,474,49035378705418863477581356547140392780572538993877174065325990604972474767456
203,NS-738,North Star,Mixed Use,Mid,Midrise,Far,Medium,25,20,4175,100,125,1334,554,85482378732713481444065248023689376992493230586209549981255740342992009031165
203,NS-881,North Star,Mixed Use,Mid,Midrise,Far,Medium,26,21,4284,105,131,907,422,3243270358551403084301103271168287786748364534388658506132720770694909797810
203,NS-938,North Star,Mixed Use,Mid,Midrise,Far,Medium,28,22,3883,112,140,939,381,67237316632703591977495862323528016664635891189241406091008565893262333822349
207,NX-24,Nexus,Industrial,Mini,Lowrise,Far,Far,9,7,2414,39,48,826,884,37450174295744137597088687653000873634539662617946755587842864460609549841268
207,NX-25,Nexus,Industrial,Mini,Lowrise,Far,Far,8,6,3433,33,41,789,928,30562239748267365511353565788226298305709426357563598530969497996580295521512
209,FL-28,Flashing Lights,Mixed Use,Macro,Lowrise,Far,Close,18,15,5659,76,94,2094,137,112151177888536075203012454364209644437536519724868284903845635650669064140657
209,FL-202,Flashing Lights,Mixed Use,Macro,Lowrise,Far,Close,18,14,4874,74,92,2589,139,94759819764422423075881688079366051328180093595907960926008124528595587191221
211,FL-15,Flashing Lights,Mixed Use,Mini,Midrise,Medium,Far,31,25,2688,125,156,348,1016,73198302505086676073501715974342103765191020985820595096375964548984947500293
211,FL-16,Flashing Lights,Mixed Use,Mini,Midrise,Medium,Far,30,24,2680,122,152,311,1047,115371784900296105003741106489280032638147740491189348454298987313644672441288
211,FL-67,Flashing Lights,Mixed Use,Mini,Midrise,Medium,Far,22,18,2543,91,113,307,1367,16854324960051536408891221422522613960011963939230170475211944528412559133431
214,FL-5,Flashing Lights,Mixed Use,Mini,Midrise,Far,Close,28,22,3456,112,140,1178,231,44055443088637491935405416781469206061203439631767279291732624520779791627885
214,FL-33,Flashing Lights,Mixed Use,Mini,Midrise,Far,Close,33,27,2962,136,169,1409,254,98708040418348737284579175378408015696171495256642515146826006780516243942148
214,FL-204,Flashing Lights,Mixed Use,Mini,Midrise,Far,Close,21,17,2687,87,108,2135,131,49554464747240046111223543655659734375064299828121496892583943581444113034638
214,FL-216,Flashing Lights,Mixed Use,Mini,Midrise,Far,Close,27,21,3473,108,135,3464,122,59585504053596893078140805657907376491527780496893812155662000959003245543370
218,FL-44,Flashing Lights,Mixed Use,Macro,Lowrise,Far,Medium,11,9,5108,48,59,1228,394,53571105522435937391717811584569462888587590282525781243567669282860420268557
219,FL-83,Flashing Lights,Mixed Use,Mini,Midrise,Far,Medium,20,16,3427,82,102,1997,510,29853333226481248390838171937336867885472373915358610430772312564483563286768
219,FL-96,Flashing Lights,Mixed Use,Mini,Midrise,Far,Medium,37,29,3394,148,185,1933,590,84977798936295679881857232492160064128710675740713453298428588499240786369997
219,FL-101,Flashing Lights,Mixed Use,Mini,Midrise,Far,Medium,38,30,2455,152,190,2441,384,96398645682618788100960222530365373410036524285375928116104069260276453515400
219,FL-103,Flashing Lights,Mixed Use,Mini,Midrise,Far,Medium,39,31,3216,157,196,2751,311,86807599406092761763396441159650971845763957324726093066764882108615789548558
219,FL-170,Flashing Lights,Mixed Use,Mini,Midrise,Far,Medium,20,16,2559,84,104,2379,469,96724318216373381485060614472967458282422764284188921723262754418959557198949
224,FL-73,Flashing Lights,Mixed Use,Macro,Lowrise,Far,Far,15,12,4949,63,78,1517,714,57282358006620722117711713302976320449077624113933469402205946357422622222227
224,FL-160,Flashing Lights,Mixed Use,Macro,Lowrise,Far,Far,19,15,5356,78,97,707,994,68030710765376699785137650136616572484828761820642482239517237442669783517945
226,SM-589,Space Mind,Mixed Use,Mini,Lowrise,Close,Far,19,16,3142,80,99,187,1481,30994122640277622604523971706861727400876007896484725642932946246879170108285
227,FL-49,Flashing Lights,Mixed Use,Mini,Midrise,Far,Far,28,22,2889,112,140,647,927,56898179862274864820128927775969923678050729394232691707292210852699090416872
227,FL-61,Flashing Lights,Mixed Use,Mini,Midrise,Far,Far,25,20,3458,101,126,1795,619,59059122013654664666889595321887936566494571485007797712892675753973051710755
227,FL-69,Flashing Lights,Mixed Use,Mini,Midrise,Far,Far,21,17,3543,85,106,1857,605,25898206583763732304188345778960791977466510730384668391279858920999263080162
227,FL-100,Flashing Lights,Mixed Use,Mini,Midrise,Far,Far,26,20,3177,104,130,730,1173,53003332582735841364242214769255313473190462559996499250890626703216933557554
227,FL-108,Flashing Lights,Mixed Use,Mini,Midrise,Far,Far,33,26,2456,134,167,1844,710,68263515803186228730700589871191617279376970356185100383558747039854406289317
227,FL-147,Flashing Lights,Mixed Use,Mini,Midrise,Far,Far,36,29,2938,146,182,2287,630,97250977353926795445663360624996604255413164838475175283521199948150751452569
233,NX-21,Nexus,Commercial,Mini,Lowrise,Far,Medium,3,2,2716,13,16,1624,302,90062228709137767985447609787853036599451162669651868564523831252608308051143
234,NX-41,Nexus,Commercial,Mini,Lowrise,Far,Far,5,4,3127,21,26,720,1043,48750202788824783624491003337690116952873035084841562479269595352800965598228
235,FL-60,Flashing Lights,Mixed Use,Micro,Midrise,Medium,Far,34,28,2256,140,174,429,1214,91412851715870667101494468424665989083335004467244627198112266172028733624096
235,FL-111,Flashing Lights,Mixed Use,Micro,Midrise,Medium,Far,23,18,2045,94,117,418,1404,104351931117355342952096450452961644692887068159555433066119455400622714399319
235,FL-156,Flashing Lights,Mixed Use,Micro,Midrise,Medium,Far,26,21,2026,105,131,308,1383,11930785519121194941618600761948833359068494825347490499026422709011418706674
238,NX-8,Nexus,Commercial,Micro,Lowrise,Medium,Far,4,3,1375,19,23,376,982,97889250590597843854967028094800855290874673322093864850105099951089504694904
238,NX-16,Nexus,Commercial,Micro,Lowrise,Medium,Far,4,3,1516,16,20,323,1043,40609787361230338850285466322345188273501342093157141499443360440775412399209
240,NX-59,Nexus,Commercial,Nano,Lowrise,Medium,Far,4,3,969,18,22,331,1418,34832521229938074279001631081001258422602304361085841225423560584840344769825
240,NX-60,Nexus,Commercial,Nano,Lowrise,Medium,Far,5,4,765,20,25,423,1378,27590339840300762629701104133196640406505835094224920391375993842412217085422
240,NX-64,Nexus,Commercial,Nano,Lowrise,Medium,Far,8,6,1059,34,42,346,1439,79329130233156474207631532630924636393496524788904300967107067000322769631566
243,FL-150,Flashing Lights,Mixed Use,Micro,Midrise,Far,Medium,23,19,2263,96,119,1780,575,97405139101726182346923896106085952016946731138797976419368030641973713204166
244,FL-55,Flashing Lights,Mixed Use,Micro,Midrise,Far,Far,23,18,2044,94,117,952,761,7538077594547481101143191033407656874626324684028428342893042251949178782728
245,NX-6,Nexus,Residential,Micro,Lowrise,Medium,Far,8,6,1963,33,41,372,1034,78799026512424836834482617424881708463685373944437279879546920663243665096043
245,NX-7,Nexus,Residential,Micro,Lowrise,Medium,Far,17,14,2057,72,89,338,1068,36807999868957589151776551909939687121825595980845258996648959432522615253112
245,NX-9,Nexus,Residential,Micro,Lowrise,Medium,Far,7,6,1482,31,38,349,1009,61451213217186398245120026449777947496553695918679646122398130259706508279855
245,NX-10,Nexus,Residential,Micro,Lowrise,Medium,Far,5,4,1482,21,26,322,1036,22637024286439526549032706552818652042311819825395597747545562311501140852594
245,NX-14,Nexus,Residential,Micro,Lowrise,Medium,Far,4,3,1402,16,20,377,989,22388298020862930428025727769577162201656406370907762037381547854394649010680
245,NX-15,Nexus,Residential,Micro,Lowrise,Medium,Far,4,3,1514,19,23,350,1015,17935225254141379948400551924417564217379399972517730486509251811042376948509
245,NX-56,Nexus,Residential,Micro,Lowrise,Medium,Far,4,3,1361,17,21,415,1350,10935163909830852459151477497497260649693155235792005024178166683820040981520
252,FL-203,Flashing Lights,Industrial,Macro,Lowrise,Far,Close,8,6,4878,33,41,2082,186,112984366043301720813815202106111283116617565010023012383713862205911433862029
252,FL-260,Flashing Lights,Industrial,Macro,Lowrise,Far,Close,15,12,5891,64,79,2897,140,49365315900604564233265806756533861193859788541535430224364783723011199361013
254,TG-29,Tranquility Gardens,Mixed Use,Macro,Lowrise,Far,Close,18,14,5215,72,90,4695,153,17165141031964928372856242527462990042519873822299952155248280356470494660690
255,DZ-51,District ZERO,Mixed Use,Mini,Midrise,Medium,Far,20,16,3042,83,103,452,1241,79322235083173565290942741257101800139663583133138268774804935986544364213848
256,LM-2,Little Meow,Industrial,Macro,Lowrise,Medium,Far,9,7,5627,36,45,498,927,27613576835013640865958882557197757790742803381849182756234697232280145478384
257,NX-33,Nexus,Commercial,Micro,Lowrise,Far,Medium,5,4,1212,21,26,1419,590,38414275255011864940479778211654294075288773727497091659076336642027188305385
258,SM-305,Space Mind,Mixed Use,Mini,Midrise,Far,Close,38,31,3071,155,193,1841,137,69189859012899421932483928957214646400800489423672391160683614120310071691726
259,NX-57,Nexus,Residential,Nano,Lowrise,Medium,Far,4,3,1077,18,22,390,1369,94264967006483313994374085635871746434259479741520698130895733738055033649453
259,NX-58,Nexus,Residential,Nano,Lowrise,Medium,Far,4,4,1076,20,24,350,1402,12030117980141472483712575303653897118328084326068452998788614567487180755401
259,NX-61,Nexus,Residential,Nano,Lowrise,Medium,Far,4,3,1070,16,20,406,1392,15209371561146965006267018693777584728019842470023002259580113037976942374173
259,NX-62,Nexus,Residential,Nano,Lowrise,Medium,Far,4,3,1066,18,22,386,1407,93540971697655207635046447978400771404604773726257593321842002023126433354280
259,NX-63,Nexus,Residential,Nano,Lowrise,Medium,Far,7,6,1062,31,38,366,1423,91831042383486090072779901189508321885521928966400451087193733512187827403361
259,NX-65,Nexus,Residential,Nano,Lowrise,Medium,Far,4,3,951,18,22,327,1454,82976367763968081517614455487013771792032154025621223020781453216069729563165
265,TG-15,Tranquility Gardens,Mixed Use,Mini,Midrise,Far,Close,22,18,3458,91,113,4716,133,104234401553477752026441552865694511029512003009714564871021640284101605316456
266,DZ-648,District ZERO,Industrial,Mini,Lowrise,Close,Close,8,6,2614,32,40,227,174,41382916522145419576340427535441964947322507951034894169433895089049137027857
267,NX-26,Nexus,Commercial,Nano,Lowrise,Far,Medium,4,3,1056,16,20,1766,511,48017748253487280094682778138482138522307956925995486074053264842229287740189
267,NX-30,Nexus,Commercial,Nano,Lowrise,Far,Medium,4,3,1175,17,21,1482,567,2174514801016810208103772327230295612780386460115919666601474363824669342089
267,NX-35,Nexus,Commercial,Nano,Lowrise,Far,Medium,3,3,1065,15,18,1710,547,27331496378545942669005065862232619686027301169452112144273242636838388015666
267,NX-40,Nexus,Commercial,Nano,Lowrise,Far,Medium,4,3,1023,18,22,1553,586,24915896314228291791052548023195823359156538513714944555320166057010826733658
271,NX-47,Nexus,Commercial,Micro,Lowrise,Far,Far,5,4,1208,20,25,1463,629,85393168005999437878290629416740125995198970140832916959901082349467055299392
271,NX-48,Nexus,Commercial,Micro,Lowrise,Far,Far,4,3,1205,16,20,1442,636,75430615855831381677723049501159645442279705615790820659871460360344872019921
271,NX-49,Nexus,Commercial,Micro,Lowrise,Far,Far,5,4,1203,20,25,1421,644,43496032674892563706555552431042965132970578160979713810247288185329172494102
271,NX-50,Nexus,Commercial,Micro,Lowrise,Far,Far,5,4,1201,22,27,1399,652,66381860806204402640458638961004455682929288574169016780280275517392393193289
275,SM-298,Space Mind,Mixed Use,Macro,Lowrise,Far,Medium,19,16,5059,80,99,1324,394,39539605812430977980196254869492435498889049062492265242537093691923907739330
276,DZ-197,District ZERO,Mixed Use,Macro,Lowrise,Far,Medium,18,15,4834,76,94,1593,534,69346561665283469923096433066337127951140567994677448373238562967902420767074
277,SM-1,Space Mind,Mixed Use,Mini,Midrise,Far,Medium,23,19,2559,96,119,2000,419,1823642778314982393185167542018377281018087677302280465095128502281639048443
277,SM-237,Space Mind,Mixed Use,Mini,Midrise,Far,Medium,38,31,3409,155,193,1509,366,99475902105396717429505664690979244614642714092010521731732621244387518799450
277,SM-464,Space Mind,Mixed Use,Mini,Midrise,Far,Medium,39,32,2996,160,199,1601,435,43755074088955291081621581526943948289077392987118791007940220374714202570947
